"FID_","AREA","PERIMETER","WOOD05B_CL","WOOD05B__1","POLY_ID_NO","STRUCTURE","COMMUNITY","END_COMMUN"
,121412.76,1675.80,1815.00,1792.00,"WT115A","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,429962.06,3164.75,1818.00,1795.00,"WJ113A","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,75603.06,1250.88,1823.00,1799.00,"WJ28A","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,34890.00,892.03,1824.00,1800.00,"WJ29","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,202837.03,2052.96,1837.00,1813.00,"WJ153","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,478444.98,5188.74,1840.00,1816.00,"WJ114A","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,44823.78,1454.63,1850.00,1826.00,"WJ82A","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,72336.93,1283.20,1853.00,1829.00,"WJ35A","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,63842.76,1254.43,1858.00,1834.00,"WT115F","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,23074.67,638.39,1870.00,1846.00,"WT115J","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,47034.35,1691.77,1873.00,1849.00,"WT115H","2o Grassland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,145782.25,2619.85,1886.00,1862.00,"WT115V","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,119758.87,1986.07,1887.00,1863.00,"WT115G","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,281279.92,3281.95,1890.00,1866.00,"WJ128A","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,121462.29,1444.09,1904.00,1880.00,"WJ154A","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,14391.00,537.35,1921.00,1897.00,"WT115O","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,850083.96,4768.82,1924.00,1900.00,"WJ235A","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,96939.01,1614.91,1944.00,1920.00,"TWU5","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,28282.73,672.10,1945.00,1921.00,"WJ224A","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,784725.89,7778.76,1953.00,1929.00,"TWU14","2o Grassland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,12486.84,473.84,1972.00,1947.00,"WJ235A","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,461558.28,4500.14,1973.00,1948.00,"TWU11","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,159627.39,1704.66,1978.00,1953.00,"WJ237B","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,304786.85,2501.96,1992.00,1967.00,"TWU12","2o Grassland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,102705.67,1564.77,1996.00,1971.00,"TWU17","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,15709.70,688.18,2019.00,1994.00,"WJ236B","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,219636.93,2784.29,2105.00,2080.00,"TWS3","2o Grassland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,98475.01,1838.33,1337.00,1321.00,"M10B","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,462319.25,4574.89,1341.00,1325.00,"M117B+D","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,171206.85,2272.71,1301.00,1287.00,"M116D+E","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,103039.10,2088.13,266.00,265.00,"WB267","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,41906.53,898.42,1980.00,1955.00,"HUHP4A","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,63506.23,1180.41,1980.00,1955.00,"HUHP4A","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,172512.02,2144.75,0.00,0.00,"LYHP6","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,2751.29,214.81,0.00,0.00,"WT147B","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,41509.28,907.19,0.00,0.00,"WT147B","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,75930.99,2011.52,0.00,0.00,"WT147B","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,75888.93,1274.75,0.00,0.00,"WTH2","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,46776.51,1614.09,0.00,0.00,"WTH1","2o Grassland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,50076.22,994.63,0.00,0.00,"WTH4","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,32465.81,932.44,0.00,0.00,"WM91A","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,33690.82,854.78,0.00,0.00,"WM91A","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,500479.57,3536.13,0.00,0.00,"WM89A","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,576932.60,4912.24,0.00,0.00,"WM92C","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,627865.97,5745.49,0.00,0.00,"WM91A","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,162920.87,1694.90,1265.00,1251.00,"WM91A","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,526117.62,4273.70,1108.00,1095.00,"WM92E","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,288866.57,2696.64,1233.00,1219.00,"WM88B","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,285147.37,2501.29,0.00,0.00,"WG344","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,7463.50,357.13,0.00,0.00,"WG325","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,75382.44,1049.25,0.00,0.00,"WG194","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,21151.05,592.38,0.00,0.00,"WG215","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,28653.35,690.75,0.00,0.00,"WG193","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,38592.84,793.30,0.00,0.00,"WG164","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,48035.89,958.23,0.00,0.00,"WB266","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,95932.04,1425.88,0.00,0.00,"WG544","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,18809.03,548.85,0.00,0.00,"WB270","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,85391.49,1375.57,0.00,0.00,"WG548","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,63033.31,935.26,0.00,0.00,"WG232","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,30212.32,1196.23,0.00,0.00,"WG510","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,131040.30,2618.86,0.00,0.00,"WG41","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,139091.48,2491.26,0.00,0.00,"WG532","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,45710.60,1207.40,0.00,0.00,"WB262","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,25998.41,1021.46,0.00,0.00,"WG67","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,60922.67,1241.40,0.00,0.00,"WG68","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,34870.24,1559.20,0.00,0.00,"WG64","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,6657.92,302.32,0.00,0.00,"WG57","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,7076.94,300.48,0.00,0.00,"WG58","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,20576.00,603.17,0.00,0.00,"WG416","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,42857.51,1077.54,0.00,0.00,"WG422","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,104011.12,2482.88,0.00,0.00,"WG80","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,23231.16,835.85,0.00,0.00,"WG36","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,168382.71,2501.26,0.00,0.00,"WB260a","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,24784.50,683.83,0.00,0.00,"WG418","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,27227.77,1063.81,0.00,0.00,"WB277a","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,48765.51,1237.89,0.00,0.00,"WB261a","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,10042.47,434.59,0.00,0.00,"WG26","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,19367.52,573.65,0.00,0.00,"WG13","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,742578.67,5420.50,0.00,0.00,"WM32","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,141624.03,1827.09,0.00,0.00,"WG1","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,123673.59,1599.13,0.00,0.00,"WM110","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,11872.87,537.51,0.00,0.00,"WM22","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,17796.88,587.57,0.00,0.00,"WG133","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,30387.16,841.61,0.00,0.00,"WG157","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,146008.19,2417.82,0.00,0.00,"WB23a","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,84283.71,1581.73,0.00,0.00,"WM34","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,128034.07,2103.86,0.00,0.00,"WM25","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,30620.16,726.09,0.00,0.00,"WG125","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,389351.69,4147.16,0.00,0.00,"WM108","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,954453.85,5766.53,0.00,0.00,"WM5","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,167816.53,2255.12,0.00,0.00,"WM27","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,193169.13,2391.03,0.00,0.00,"WM36","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,124584.79,2051.81,0.00,0.00,"WM28","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,220764.58,2774.16,0.00,0.00,"WM29","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,236634.29,2698.93,0.00,0.00,"WM109a","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,609966.48,4235.30,0.00,0.00,"WM107","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,1290578.93,6338.26,0.00,0.00,"WM101","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,62393.67,1488.12,0.00,0.00,"WB305","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,208803.89,3074.48,0.00,0.00,"WM1","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,103088.85,1566.82,0.00,0.00,"WM94a","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,23828.52,976.28,0.00,0.00,"WB311b","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,617630.24,4777.55,0.00,0.00,"WM121a","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,168949.86,2452.22,0.00,0.00,"WM121b","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,674607.64,4477.91,0.00,0.00,"WM98","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,117882.31,1685.48,0.00,0.00,"WM121j","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,198465.08,2259.75,0.00,0.00,"WM121h","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,703283.66,5035.09,0.00,0.00,"WM97","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,157428.95,1951.11,0.00,0.00,"WM121g","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,221248.70,2660.78,0.00,0.00,"WM121m","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,283273.69,2130.43,0.00,0.00,"WM122","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,86779.39,1307.12,0.00,0.00,"WM121l","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,16770.51,510.83,0.00,0.00,"WM124p","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,28008.30,696.04,0.00,0.00,"WM124o","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,138959.35,2374.89,0.00,0.00,"WM123","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,15481.95,709.36,0.00,0.00,"WM124l","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,141372.84,2453.48,0.00,0.00,"WB52","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,41154.61,1168.66,0.00,0.00,"WM124g","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,30032.91,1261.06,0.00,0.00,"WM124l","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,19037.34,702.83,0.00,0.00,"WM124n","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,17963.39,1077.05,0.00,0.00,"WM124f","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,6942.38,363.00,0.00,0.00,"WM124l","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,105440.71,1666.69,0.00,0.00,"WS3","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,278782.52,2508.33,0.00,0.00,"WS1","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,74574.17,1417.98,0.00,0.00,"WS2","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,200404.79,2794.83,0.00,0.00,"WM71b","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,93452.76,1281.79,0.00,0.00,"WB67","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,21711.10,634.42,0.00,0.00,"WM69b","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,168230.63,2438.76,0.00,0.00,"WB72","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,8908.67,344.72,0.00,0.00,"WB312","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,29836.85,827.44,0.00,0.00,"WM87","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,32683.82,914.04,0.00,0.00,"WM43","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,84914.15,2789.47,0.00,0.00,"WB310","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,404187.81,5630.21,0.00,0.00,"WM52a","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,280473.40,3573.07,0.00,0.00,"WB84a","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,13118.63,624.31,0.00,0.00,"WJ185","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,1155701.90,5652.66,0.00,0.00,"WB97","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,56529.43,1339.20,0.00,0.00,"WJ188","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,258546.88,2253.40,0.00,0.00,"WP305","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,85917.79,1240.01,0.00,0.00,"WP310","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,290254.61,3924.34,0.00,0.00,"WP311","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,635414.23,4079.62,0.00,0.00,"WP312","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,101963.92,1328.31,0.00,0.00,"WP306","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,38103.58,790.42,0.00,0.00,"WP325","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,186746.47,1630.56,0.00,0.00,"WP313","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,157979.02,2296.91,0.00,0.00,"WP295","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,34939.61,801.11,0.00,0.00,"WJ139","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,5490.31,345.92,0.00,0.00,"WJ140","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,109177.75,1509.90,0.00,0.00,"WJ248b","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,34783.55,849.44,0.00,0.00,"WT4c","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,25948.69,918.67,0.00,0.00,"WJ248d","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,66444.20,968.58,0.00,0.00,"WT4b","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,790374.99,5552.58,0.00,0.00,"WP213","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,347512.25,2461.15,0.00,0.00,"WP280","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,21983.02,781.89,0.00,0.00,"WJ248j","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,19875.62,817.24,0.00,0.00,"WJ248e","Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,56816.04,1779.98,0.00,0.00,"WJ248l","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,141199.13,1732.76,0.00,0.00,"WP279","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,152345.92,1818.44,0.00,0.00,"WP221","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,32070.26,972.20,0.00,0.00,"WP276","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,245653.13,3017.31,0.00,0.00,"WP237","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
,229703.15,2744.50,0.00,0.00,"WP223","Open Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland","Yellow-Box/Red-Gum Endangered Grassy Woodland"
